Price,Make,Location,Age,Odometer,FuelType,Transmission,OwnerType,Mileage,EngineCC,PowerBhp
18.25,toyotainnovacrysta,Delhi,3,18000,Diesel,Automatic,First,11.36,2755,171.5
18.5,mercedesbenznewclass,Bangalore,7,51000,Diesel,Manual,First,15.8,2148,170
2.4,marutiswift,Chennai,12,86700,Petrol,Manual,Second,16.1,1298,88.2
6.5,marutibaleno,Kolkata,4,29000,Diesel,Manual,First,27.39,1248,74
3.2,hyundaisantro,Hyderabad,6,56000,LPG,Manual,First,13.45,1086,62.1
3.99,maruticelerio,Mumbai,5,33000,Petrol,Automatic,First,23.1,998,67.04
5.45,fordecosport,Kochi,6,64394,Diesel,Manual,First,22.7,1498,89.84
2.7,tatamanza,Hyderabad,10,76000,Diesel,Manual,First,18.8,1248,90
6.25,hondajazz,Mumbai,4,48719,Diesel,Manual,First,27.3,1498,98.6
13.28,mahindraxuv500,Coimbatore,4,59711,Diesel,Manual,First,15.1,2179,140
3.7,nissanmicra,Hyderabad,8,83000,Diesel,Manual,First,23.08,1461,63.1
39.51,mercedesbenznewclass,Coimbatore,2,10714,Diesel,Automatic,First,19.27,2143,167.62
1.4,tatamanza,Hyderabad,10,127510,Diesel,Manual,Second,19,1248,90
3.5,marutiswift,Kolkata,6,35010,Diesel,Manual,First,22.9,1248,74
3.78,marutiswift,Jaipur,8,75451,Petrol,Manual,First,17.5,1197,85.8
2.7,tataindigo,Pune,5,83000,Diesel,Manual,First,19.09,1405,69.01
3.2,hondaamaze,Kolkata,7,38755,Diesel,Manual,First,25.8,1498,98.6
5,marutiswift,Delhi,4,30000,Petrol,Manual,First,20.4,1197,81.8
7,marutiertiga,Chennai,8,40000,Diesel,Manual,First,20.77,1248,88.8
2.85,hyundaigrand,Kolkata,6,19500,Petrol,Manual,Second,18.9,1197,82
4.25,nissanmicra,Ahmedabad,4,41000,Petrol,Manual,First,19.69,1198,67.04
4.9,hyundaigrand,Bangalore,6,30000,Petrol,Manual,Second,18.9,1197,82
16.9,jeepcompass,Hyderabad,3,37000,Diesel,Manual,First,17.1,1956,170
4.25,volkswagenpolo,Delhi,6,62000,Diesel,Manual,Second,22.07,1199,73.9
4.34,hondaamaze,Pune,5,42023,Petrol,Automatic,First,15.5,1198,86.7
17,bmwx3,Kolkata,8,51001,Diesel,Automatic,First,16.09,1995,184
28.45,bmw3,Kochi,3,55389,Diesel,Automatic,First,18.88,1995,184
6.15,hondacity,Kochi,6,46728,Petrol,Automatic,First,15.6,1497,116.3
9.25,mahindrassangyong,Kochi,6,58995,Diesel,Manual,First,12.83,2696,162
4.85,marutiswift,Delhi,5,37857,Diesel,Manual,First,26.59,1248,74
4.8,marutiswift,Jaipur,6,71000,Diesel,Manual,First,25.2,1248,74
2.3,hondabrio,Pune,8,49024,Petrol,Manual,First,18.4,1198,86.8
4.75,hyundaigrand,Mumbai,4,10770,Petrol,Manual,First,18.9,1197,82
5,tatazest,Pune,3,72000,Diesel,Manual,First,22.95,1248,74
2.5,hyundaieon,Jaipur,5,91000,Petrol,Manual,First,21.1,814,55.2
5.95,hyundaii20,Mumbai,3,14000,Petrol,Manual,First,18.6,1197,81.83
16,volvos60,Delhi,6,48000,Diesel,Automatic,Second,9,1984,181
6.15,fordecosport,Delhi,6,75136,Diesel,Manual,First,22.7,1498,89.84
4.05,marutiritz,Hyderabad,6,32500,Petrol,Manual,Second,21.1,1197,85.8
3.1,hyundaii20,Hyderabad,10,94500,Diesel,Manual,Second,21.9,1396,90
5.49,marutidzire,Hyderabad,7,34900,Petrol,Manual,First,22,1197,81.8
42.91,porschepanamera,Coimbatore,10,42400,Petrol,Automatic,Third,8,4806,394.3
5.7,marutiswift,Jaipur,5,50000,Diesel,Manual,First,17.8,1248,75
2.85,hondabrio,Kolkata,6,35000,Petrol,Manual,First,19.4,1198,86.8
2.35,chevroletbeat,Bangalore,8,37000,Petrol,Manual,Second,18.6,1199,79.4
14.76,hyundaicreta,Coimbatore,2,32807,Petrol,Automatic,First,13,1591,121.3
2.25,hondacity,Pune,12,119000,Petrol,Manual,Second,17.7,1497,78
3.65,marutiritz,Mumbai,4,12000,Petrol,Manual,First,18.5,1197,85.8
7.25,fordecosport,Delhi,4,46727,Diesel,Manual,First,22.77,1498,98.59
10.69,bmw3,Hyderabad,10,73336,Diesel,Automatic,First,13.2,1995,170
5.5,hyundaiverna,Mumbai,6,9000,Petrol,Manual,Second,17.01,1591,121.3
5.1,toyotainnova,Chennai,15,240000,Diesel,Manual,Fourth +ACY- Above,12.8,2494,102
3.25,marutiwagonr,Mumbai,6,25422,Petrol,Manual,First,22.5,998,67.04
9.25,marutiertiga,Mumbai,2,14000,Diesel,Manual,First,25.47,1248,88.5
1.7,marutialto,Hyderabad,12,66000,Petrol,Manual,First,19.7,796,46.3
2.87,marutiastar,Kochi,10,55324,Petrol,Manual,First,19,998,66.1
17.75,bmwx5,Bangalore,11,90000,Diesel,Automatic,First,11,2993,235
4.5,mahindrakuv,Kolkata,3,43000,Petrol,Manual,First,18.15,1198,82
2.95,hyundaii10,Bangalore,12,58483,Petrol,Automatic,Second,19.2,1197,80
2.6,hondacivic,Pune,13,93000,Petrol,Automatic,Second,12.9,1799,130
3,hyundaii10,Hyderabad,10,50000,Petrol,Manual,First,20.36,1197,78.9
15.5,mercedesbenznewclass,Ahmedabad,6,78616,Diesel,Automatic,Second,14.84,2143,170
2.8,toyotaetios,Pune,9,37000,Petrol,Manual,First,17.6,1496,88.73
2.5,hondacity,Kolkata,10,54801,Petrol,Manual,First,17,1497,118
5.75,marutiswift,Bangalore,6,29000,Diesel,Manual,First,23.4,1248,74
2.8,marutiswift,Pune,10,68000,Petrol,Manual,First,22,1197,81.8
4.59,hyundaiverna,Kolkata,6,58000,Petrol,Manual,First,17.01,1591,121.3
3.65,marutiritz,Pune,8,64290,Diesel,Manual,First,23.2,1248,73.94
19.85,toyotafortuner,Mumbai,5,31000,Diesel,Manual,First,13,2982,168.5
18.5,jeepcompass,Pune,2,16039,Diesel,Manual,First,17.1,1956,170
6.95,hyundaii20,Hyderabad,3,19860,Petrol,Manual,First,18.6,1197,81.83
2.85,marutiwagonr,Delhi,6,48500,CNG,Manual,Second,26.6,998,58.16
3.75,tatanew,Jaipur,8,75391,Diesel,Manual,First,13.93,2179,138
2.3,marutiswift,Jaipur,12,78000,Diesel,Manual,Second,19.3,1248,73.9
2.3,tataindigo,Kolkata,4,78000,Diesel,Manual,First,25,1396,69.01
5.95,marutiswift,Hyderabad,4,52000,Diesel,Manual,First,28.4,1248,74
3.49,maruticelerio,Kolkata,4,30000,Petrol,Automatic,First,23.1,998,67.04
47.7,bmw5,Coimbatore,4,19254,Diesel,Automatic,First,14.69,2993,258
6.43,volkswagenpolo,Coimbatore,5,29651,Petrol,Manual,First,16.47,1198,74
4.5,tatasafari,Bangalore,9,80000,Diesel,Manual,First,13.93,2179,138.03
39.75,minicooper,Kolkata,2,2971,Petrol,Automatic,First,13.6,1598,181
4,fordfigo,Kolkata,5,21400,Petrol,Manual,First,15.6,1196,70
6.98,hondacity,Ahmedabad,5,77000,Diesel,Manual,First,26,1498,98.6
1.75,hyundaitucson,Delhi,14,80000,Diesel,Manual,Second,12.6,1991,112
4.75,skodalaura,Delhi,7,81755,Diesel,Manual,First,20,1968,108.5
23.5,toyotafortuner,Hyderabad,4,99593,Diesel,Manual,First,11.5,2982,171
7.49,hyundaiverna,Hyderabad,6,39791,Diesel,Manual,First,22.32,1582,126.32
10.85,mahindraxuv500,Hyderabad,5,113000,Diesel,Manual,First,15.1,2179,140
3.5,renaultkwid,Mumbai,3,24000,Petrol,Manual,First,25.17,799,53.3
6.3,hyundaii20,Bangalore,5,39000,Petrol,Manual,Second,18.6,1197,81.83
6.75,hondacity,Bangalore,8,37000,Petrol,Automatic,First,15.6,1497,116.3
28.88,fordendeavour,Coimbatore,3,61108,Diesel,Automatic,First,10.91,3198,197
14.23,skodasuperb,Kochi,4,61648,Petrol,Automatic,First,13.7,1798,157.75
15,bmw3,Mumbai,8,37000,Diesel,Automatic,Third,22.69,1995,190
5.8,marutiertiga,Mumbai,7,53000,CNG,Manual,First,22.8,1373,80.9
3.75,marutiritz,Jaipur,7,65000,Diesel,Manual,First,23.2,1248,73.94
1.15,hyundaisantro,Jaipur,15,120000,Petrol,Manual,First,17.2,1086,62.28
12.75,toyotafortuner,Jaipur,9,148009,Diesel,Manual,Second,11.5,2982,171
1.95,marutiswift,Mumbai,11,53001,Petrol,Manual,First,16.1,1298,88.2
4.95,tatatigor,Mumbai,2,22345,Petrol,Manual,First,20.3,1199,84
8.25,hondacity,Delhi,5,50000,Petrol,Automatic,First,18,1497,117.3
20.99,bmw3,Hyderabad,7,48183,Diesel,Automatic,First,13.2,1995,170
17.5,mercedesbenzeclass,Hyderabad,10,93000,Diesel,Automatic,Second,14.21,2143,203
5.36,marutiswift,Kochi,5,53500,Diesel,Manual,First,28.4,1248,74
6.35,marutiertiga,Delhi,6,17585,Petrol,Manual,First,16.02,1373,93.7
2.95,hyundaiverna,Kolkata,9,36226,Petrol,Manual,First,17.01,1591,121.3
55.7,landroverdiscovery,Coimbatore,1,25899,Diesel,Automatic,First,12.63,2179,147.5
1.15,hyundaisantro,Kolkata,11,60170,Petrol,Manual,First,17.2,1086,62
37.5,mercedesbenznewclass,Hyderabad,3,11200,Diesel,Automatic,First,19.27,2143,167.62
4.07,hyundaii10,Kochi,3,49045,Petrol,Manual,First,20.36,1197,78.9
2.99,volkswagenpolo,Kolkata,8,45000,Diesel,Manual,First,22.07,1199,73.9
7.9,marutivitarabrezza,Delhi,3,40000,Diesel,Manual,First,24.3,1248,88.5
7.49,renaultduster,Mumbai,4,36600,Diesel,Manual,First,19.87,1461,83.8
1.1,tataindica,Jaipur,11,117000,Diesel,Manual,First,18,1248,75
56,mercedesbenzglclass,Delhi,4,16000,Diesel,Automatic,First,11.3,2987,254.8
3.5,hyundaixcent,Mumbai,4,50000,Diesel,Manual,First,25.4,1186,73.97
3,hyundaiverna,Hyderabad,12,150000,Diesel,Manual,First,18.1,1493,110
6.1,hyundaiverna,Mumbai,6,11000,Petrol,Manual,First,17.01,1591,121.3
2.25,fordfigo,Bangalore,10,102016,Petrol,Manual,First,15.6,1196,70
5.95,marutiswift,Chennai,4,38000,Diesel,Manual,First,25.2,1248,74
4.95,renaultpulse,Hyderabad,7,71491,Diesel,Manual,First,23.08,1461,63.12
5.49,volkswagenpolo,Bangalore,5,46354,Petrol,Manual,Second,16.47,1198,74
6.67,bmw3,Delhi,1,87000,Diesel,Automatic,First,22.69,1995,190
6.25,skodarapid,Ahmedabad,5,20765,Petrol,Manual,First,15,1598,103.52
1.51,hyundaisantro,Ahmedabad,15,58000,Petrol,Manual,Second,17.2,999,62.28
34.88,audiq7,Coimbatore,6,51076,Diesel,Automatic,First,12.07,2967,241.4
6.9,maruticiaz,Jaipur,4,84085,Diesel,Manual,First,26.21,1248,88.5
5.99,hondacity,Kolkata,6,55000,Diesel,Manual,First,25.1,1498,98.6
10.4,mercedesbenzeclass,Mumbai,10,73000,Petrol,Automatic,First,10.93,3498,272
29,audia6,Pune,8,50001,Diesel,Automatic,First,14.57,2967,241.38
5.85,mahindraxylo,Coimbatore,4,93166,Diesel,Manual,Second,14.02,2179,118.3
2.21,hondacity,Kochi,14,99583,Petrol,Automatic,Third,12,1493,100
2.4,marutisx4,Mumbai,10,72000,Petrol,Manual,First,15.5,1586,103.3
3,toyotacorolla,Pune,11,70000,Petrol,Manual,Third,14.53,1798,138.1
3.75,volkswagenvento,Pune,8,61000,Petrol,Automatic,Second,14.4,1598,103.6
2.95,hyundaieon,Pune,5,66510,Petrol,Manual,First,21.1,814,55.2
5.8,skodalaura,Hyderabad,9,84062,Diesel,Manual,First,20,1968,108.5
4.9,marutiswift,Hyderabad,8,80799,Diesel,Manual,First,22.9,1248,74
16.95,toyotacorolla,Kolkata,2,5000,Petrol,Automatic,First,14.28,1798,138.03
12.5,toyotainnova,Hyderabad,7,92000,Diesel,Manual,First,12.99,2494,100
5,tatatiago,Hyderabad,3,53000,Diesel,Manual,First,27.28,1047,69
4.68,skodarapid,Mumbai,5,39822,Petrol,Manual,First,15.41,1598,103.52
29.8,fordendeavour,Mumbai,4,29000,Diesel,Automatic,First,10.91,3198,197
3.46,renaultkwid,Kochi,3,24214,Petrol,Manual,Second,25.17,799,53.3
4,hyundaii20,Pune,8,75000,Diesel,Manual,First,23,1396,90
4.5,skodalaura,Chennai,8,77216,Diesel,Manual,Second,17.5,1896,106
5.87,toyotacorolla,Kochi,7,74290,Diesel,Manual,First,21.43,1364,87.2
9.5,mahindrascorpio,Delhi,5,61000,Diesel,Manual,First,15.4,2179,120
32.5,audiq5,Chennai,7,44000,Diesel,Automatic,First,14.16,1968,174.3
3.88,chevroletenjoy,Coimbatore,6,74041,Diesel,Manual,First,18.2,1248,73.8
13.08,bmw3,Coimbatore,7,85846,Diesel,Automatic,First,22.69,1995,190
3.5,nissansunny,Delhi,8,52000,Diesel,Manual,First,21.64,1461,84.8
3.5,hondaaccord,Mumbai,10,47000,Petrol,Manual,Second,12.8,2354,177.6
4.45,hyundaiverna,Bangalore,10,72010,Diesel,Manual,First,16.8,1493,110
2.35,marutiomni,Jaipur,5,15000,Petrol,Manual,First,16.8,796,34.2
5,hondacity,Kolkata,5,480000,Petrol,Manual,First,17.4,1497,117.3
28,audia7,Kolkata,8,24720,Diesel,Automatic,Second,14.4,2967,241.4
2,fordfiesta,Chennai,13,75000,Petrol,Manual,Second,16.6,1388,68
6.35,hyundaii20,Mumbai,5,57000,Diesel,Manual,First,22.54,1396,88.73
24.63,mercedesbenzeclass,Kochi,5,41057,Diesel,Automatic,First,13,2143,201.1
3,marutiwagonr,Pune,8,92000,CNG,Manual,Second,26.2,998,58.2
7.9,fordecosport,Chennai,4,20000,Diesel,Manual,First,22.77,1498,98.59
3.25,hyundaii20,Mumbai,9,52359,Petrol,Manual,First,18.5,1197,80
8.25,hondacity,Delhi,4,17000,Petrol,Manual,Second,17.8,1497,117.3
2.85,nissanmicra,Kolkata,9,39002,Diesel,Manual,First,23.08,1461,63.1
3.2,fordfigo,Pune,10,129986,Diesel,Manual,Second,20,1399,68
1.75,nissanmicra,Kolkata,7,45000,Petrol,Manual,First,18.44,1198,75
3.38,marutiswift,Kolkata,7,41300,Diesel,Manual,First,17.8,1248,77.88
5.75,hondaaccord,Ahmedabad,11,82002,Petrol,Manual,Second,12.8,2354,177.6
4.7,skodasuperb,Mumbai,10,67000,Petrol,Automatic,First,13.7,1798,157.75
2.9,marutiomni,Hyderabad,3,21260,Petrol,Manual,First,14,796,35
4.25,hyundaii20,Ahmedabad,8,55362,Diesel,Manual,First,21.9,1396,88.8
14.5,hyundaicreta,Chennai,3,13000,Diesel,Automatic,First,17.01,1582,126.2
5.34,marutiswift,Kochi,4,45725,Diesel,Manual,First,25.2,1248,74
3.85,marutiswift,Jaipur,6,105000,Diesel,Manual,First,25.2,1248,74
8.5,toyotainnova,Hyderabad,11,156056,Diesel,Manual,First,12.8,2494,102
4.2,hyundaixcent,Mumbai,4,135000,Diesel,Manual,First,24.4,1120,71
6.75,marutiertiga,Delhi,4,67000,Diesel,Manual,First,20.77,1248,88.7
26,fordendeavour,Jaipur,4,90000,Diesel,Automatic,First,10.91,3198,197.2
8.61,hyundaii20,Coimbatore,1,32251,Diesel,Manual,First,22.54,1396,88.73
1.46,marutizen,Mumbai,11,47000,Petrol,Manual,First,19,998,67.1
2.8,marutiritz,Mumbai,9,75308,Diesel,Manual,Second,21.1,1248,73.9
4,marutialto,Kochi,2,44202,CNG,Manual,First,32.26,998,58.2
5.47,hondacity,Mumbai,6,58000,Petrol,Manual,First,17,1497,118
2.45,marutiswift,Mumbai,11,60000,Petrol,Manual,First,17.5,1298,85.8
21.5,bmwx1,Hyderabad,6,45000,Diesel,Automatic,First,17.05,1995,184
1.38,tatamanza,Mumbai,10,41195,Petrol,Manual,First,15,1368,90
13.5,mahindraxuv500,Chennai,4,89000,Diesel,Manual,First,16,2179,140
3.1,hyundaii10,Bangalore,11,60510,Petrol,Automatic,Second,16.95,1197,78.9
5.49,marutibaleno,Mumbai,4,8500,Petrol,Manual,First,21.4,1197,83.1
9.51,marutivitarabrezza,Kochi,3,35981,Diesel,Manual,First,24.3,1248,88.5
2.39,fordfigo,Mumbai,8,23152,Petrol,Manual,First,15.6,1196,70.02
3.25,marutiwagonr,Delhi,6,74663,CNG,Manual,First,33.54,998,67.04
5.65,volkswagenvento,Mumbai,6,61529,Petrol,Automatic,First,18.19,1197,103.5
1.85,mahindraxylo,Ahmedabad,10,91596,Diesel,Manual,First,14.95,2489,93.7
2.02,porschecayenne,Kochi,1,14298,Petrol,Automatic,First,13.33,2995,340
5.8,marutiswift,Hyderabad,7,83327,Diesel,Manual,First,19.3,1248,73.9
6.9,volkswagenpolo,Hyderabad,3,22857,Petrol,Manual,First,16.2,1199,74
5.35,hyundaiverna,Chennai,7,34620,Petrol,Manual,Second,17.01,1591,121.3
2.85,hyundaii10,Bangalore,10,56000,Petrol,Manual,First,19.81,1086,68.05
22.75,mercedesbenzeclass,Chennai,6,81000,Diesel,Automatic,First,13,2143,204
0.45,marutizen,Jaipur,22,95150,Petrol,Manual,Third,17.3,993,60
4.64,hyundaii10,Coimbatore,7,32776,Petrol,Manual,First,20.36,1197,78.9
5.27,hondaamaze,Coimbatore,4,51587,Diesel,Manual,First,25.8,1498,98.6
10,tatasafari,Jaipur,4,36000,Diesel,Manual,First,14.1,2179,148
3.95,hondabrio,Mumbai,5,22000,Petrol,Manual,First,18.5,1198,86.8
3.38,hyundaii20,Kochi,10,30754,Petrol,Manual,First,17,1197,80
16.8,volkswagenjetta,Coimbatore,2,37109,Petrol,Manual,First,14.69,1390,120.33
1.99,hondajazz,Kolkata,10,45000,Petrol,Manual,First,16.7,1198,88.8
5.84,hyundaigrand,Coimbatore,3,33284,Petrol,Manual,First,18.9,1197,82
36.15,jaguarxf,Coimbatore,4,55115,Diesel,Automatic,First,14.74,2993,270.9
25.7,jaguarxf,Kolkata,6,18000,Diesel,Automatic,First,16.36,2179,187.7
9.24,mahindraxuv500,Coimbatore,7,130790,Diesel,Manual,First,16,2179,140
7.65,marutiscross,Delhi,5,16607,Diesel,Manual,First,22.7,1598,118
25.31,audia4,Coimbatore,5,32205,Diesel,Automatic,First,17.11,1968,174.33
4.75,renaultduster,Delhi,7,67000,Diesel,Manual,First,19.01,1461,108.45
6.69,marutiswift,Coimbatore,6,57676,Petrol,Manual,First,19.1,1197,85.8
3.1,volkswagenpolo,Mumbai,8,41000,Petrol,Manual,First,16.47,1198,73.9
1.55,marutiomni,Jaipur,8,65000,Petrol,Manual,First,19.7,796,35
6.84,hyundaigrand,Coimbatore,1,12153,Petrol,Automatic,First,18.9,1197,81.86
1.6,tatanano,Hyderabad,6,16810,Petrol,Manual,First,25.4,624,37.5
21.73,audia4,Kochi,3,61221,Petrol,Automatic,First,17.84,1395,147.51
4.75,volkswagenpolo,Mumbai,5,22000,Petrol,Manual,First,16.47,1198,74
2.45,marutialto,Chennai,5,63714,Petrol,Manual,First,22.74,796,47.3
31.55,minicooper,Kochi,1,14857,Diesel,Automatic,First,20.7,1496,113.98
10.25,audia4,Delhi,8,69000,Diesel,Automatic,Second,15.2,1968,140.8
27.36,fordendeavour,Coimbatore,1,14648,Diesel,Manual,First,12.62,2198,158
6.5,fordecosport,Hyderabad,7,100000,Petrol,Manual,Second,15.8,1499,110
4.25,hyundaigrand,Jaipur,4,22000,Petrol,Manual,First,18.9,1197,82
5.5,chevroletsail,Mumbai,6,10000,Petrol,Manual,First,18.2,1199,82.4
4,marutiswift,Kolkata,5,107000,Petrol,Manual,First,20.85,1197,83.14
4.65,tatazest,Kochi,3,48198,Petrol,Manual,First,17.57,1193,88.7
28.5,mercedesbenznewclass,Delhi,5,15000,Diesel,Automatic,First,19.27,2143,170
7.11,chevroletcruze,Coimbatore,6,80073,Diesel,Manual,First,17.3,1998,163.7
3.9,marutiritz,Hyderabad,7,85388,Diesel,Manual,First,21.1,1248,73.9
5.6,hyundaigrand,Jaipur,3,14700,Petrol,Manual,First,18.9,1197,81.86
2.25,marutidzire,Pune,8,150000,Diesel,Manual,Third,28.4,1248,73.75
3.9,hyundaiverna,Kolkata,9,34994,Diesel,Manual,First,22.32,1582,126.32
28.63,jaguarxf,Coimbatore,6,82536,Diesel,Automatic,First,14.74,2993,270.9
7.25,skodasuperb,Delhi,7,82000,Petrol,Automatic,First,13.7,1798,157.75
2,marutiwagonr,Pune,14,52000,Petrol,Manual,Second,18.9,998,67.1
3.5,volkswagenpolo,Mumbai,9,20000,Petrol,Manual,First,16.47,1198,73.9
5,hondacivic,Hyderabad,9,55000,Petrol,Manual,First,14.8,1799,130.2
3.72,marutieeco,Ahmedabad,5,47001,CNG,Manual,First,20,1196,63
3.45,marutiwagonr,Chennai,6,52000,Petrol,Manual,First,22.5,998,67.04
4.5,marutiswift,Kolkata,7,43284,Diesel,Manual,First,23.4,1248,74
14.36,hyundaicreta,Coimbatore,2,23875,Petrol,Automatic,First,13,1591,121.3
5.5,hyundaigrand,Bangalore,4,51866,Petrol,Manual,First,18.9,1197,82
3,nissanmicra,Mumbai,7,69000,Diesel,Manual,First,23.08,1461,63.1
6.08,hyundaigrand,Coimbatore,3,62788,Petrol,Manual,First,18.9,1197,81.86
5,volkswagenvento,Chennai,7,150000,Diesel,Manual,First,20.54,1598,103.6
20.25,toyotafortuner,Kochi,5,47566,Diesel,Automatic,First,12.55,2982,168.5
1.2,hyundaisantro,Chennai,18,67000,Petrol,Manual,Third,17.2,999,62.28
18,toyotainnovacrysta,Pune,2,20300,Diesel,Automatic,First,11.36,2755,171.5
17.5,mercedesbenza,Pune,5,48300,Diesel,Automatic,First,20,2143,107.3
2.1,hyundaieon,Pune,7,30000,Petrol,Manual,First,21.1,814,55.2
7.5,hyundaielantra,Bangalore,8,36000,Diesel,Manual,Second,22.7,1582,126.24
24.77,minicooper,Kochi,5,27641,Diesel,Automatic,Second,20.7,1496,113.98
8.65,renaultduster,Bangalore,5,60000,Diesel,Manual,First,19.64,1461,108.45
35.5,fordendeavour,Chennai,1,9000,Diesel,Automatic,First,10.91,3198,197
10.5,toyotacorolla,Delhi,6,60750,Petrol,Manual,First,14.28,1798,138.03
13,mahindraxuv500,Delhi,2,9000,Diesel,Manual,First,14,2179,155
26.5,bmw7,Kolkata,8,41100,Diesel,Automatic,First,16.77,2993,261.49
1.4,marutiwagonr,Ahmedabad,16,60000,Petrol,Manual,Second,17.3,1061,64
7.51,hondacity,Kochi,3,38424,Petrol,Manual,First,17.8,1497,117.3
4.3,marutiswift,Delhi,6,50000,Diesel,Manual,First,22.9,1248,74
8.95,hondacity,Mumbai,5,19000,Petrol,Automatic,First,18,1497,117.3
6.91,marutiertiga,Kochi,5,58734,Diesel,Manual,First,20.77,1248,88.76
9.75,renaultduster,Coimbatore,4,65257,Diesel,Manual,First,19.01,1461,108.45
4,marutiswift,Jaipur,10,130000,Diesel,Manual,Second,19.3,1248,73.9
3.65,marutiritz,Hyderabad,9,79000,Diesel,Manual,First,23.2,1248,73.94
10.75,mahindraxuv500,Chennai,7,78000,Diesel,Manual,First,15.1,2179,140
4.51,hondabrio,Kochi,5,49133,Petrol,Manual,First,19.4,1198,86.8
49.22,mercedesbenzmclass,Coimbatore,4,22769,Diesel,Automatic,First,12.99,2987,165
3.7,tatamanza,Coimbatore,6,54448,Diesel,Manual,First,21.02,1248,88.8
12.99,toyotainnova,Hyderabad,6,158793,Diesel,Manual,First,12.8,2494,102
4.15,marutiswift,Delhi,5,62088,Petrol,Manual,First,18.6,1197,85.8
4.4,hyundaiverna,Kolkata,8,14800,Petrol,Manual,First,17.01,1591,121.3
4.25,hondamobilio,Kolkata,5,26000,Petrol,Manual,First,17.3,1497,117.3
4.25,hondaamaze,Mumbai,3,32005,Petrol,Manual,First,18,1198,86.7
7.7,hondacity,Jaipur,3,35000,Petrol,Automatic,First,18,1497,117.3
39.75,landroverrangerover,Pune,5,52000,Diesel,Automatic,First,12.7,2179,187.7
8.5,hondacity,Mumbai,3,11000,Petrol,Manual,First,17.4,1497,117.3
7,mercedesbenzeclass,Jaipur,12,62000,Petrol,Automatic,First,9.5,2997,231.1
0.8,fordikon,Chennai,18,65134,Petrol,Manual,Third,13.8,1299,70
15.25,toyotafortuner,Delhi,7,71000,Diesel,Manual,First,13,2982,168.5
2.25,marutiastar,Hyderabad,12,51366,Petrol,Manual,First,19,998,66.1
4.85,tatasumo,Kolkata,4,46300,Diesel,Manual,First,14.07,1948,83.1
6.42,hondacity,Coimbatore,8,60908,Petrol,Automatic,Second,15.6,1497,116.3
2.5,nissanmicra,Chennai,8,93450,Diesel,Manual,Second,23.19,1461,63.12
5.75,hyundaiverna,Hyderabad,9,104000,Diesel,Automatic,First,19.08,1582,126.32
0.5,maruti800,Pune,17,52000,Petrol,Manual,First,16.1,796,37
11.52,mahindraxuv500,Coimbatore,5,42999,Diesel,Manual,First,15.1,2179,140
4.5,marutisx4,Delhi,6,90000,Diesel,Manual,First,21.5,1248,88.8
4.75,hyundaii20,Bangalore,7,72000,Petrol,Automatic,First,15,1396,98.6
13.54,hyundaicreta,Coimbatore,1,54321,Diesel,Manual,First,19.67,1582,126.2
23.41,mercedesbenzeclass,Kochi,5,59630,Diesel,Automatic,First,13,2143,201.1
19.25,toyotafortuner,Hyderabad,7,116000,Diesel,Automatic,Second,12.55,2982,168.5
20,volvos60,Ahmedabad,5,34000,Diesel,Automatic,First,9,1984,181
13,mercedesbenzeclass,Delhi,9,70000,Diesel,Automatic,First,14.21,2143,203
3.99,hondaaccord,Chennai,10,80000,Petrol,Manual,First,10.2,2354,180
4.65,hondaamaze,Pune,5,110000,Diesel,Manual,First,25.8,1498,98.6
4.65,marutidzire,Ahmedabad,7,56454,Diesel,Manual,First,28.4,1248,73.75
3.15,marutiswift,Kolkata,7,60000,Petrol,Manual,First,18.6,1197,85.8
8.25,toyotacorolla,Delhi,7,56000,Petrol,Automatic,First,14.53,1798,138.1
65,landroverrangerover,Bangalore,8,63000,Diesel,Automatic,Second,11.49,4367,335.3
4.5,marutiswift,Chennai,8,63000,Diesel,Manual,First,22.9,1248,74
17.5,jeepcompass,Kolkata,3,15050,Diesel,Manual,First,16.3,1956,170
4.31,marutiswift,Mumbai,4,29401,Petrol,Manual,First,20.4,1197,81.8
6.2,hondajazz,Kochi,4,25238,Petrol,Manual,First,18.7,1199,88.7
4.67,toyotaetios,Chennai,9,79000,Diesel,Manual,First,23.59,1364,78.08
3.32,volkswagenpolo,Kochi,9,58752,Petrol,Manual,First,16.47,1198,73.9
3.75,hondacivic,Delhi,9,62000,Petrol,Automatic,First,12.9,1799,130
4.7,toyotaetios,Bangalore,7,132000,Petrol,Manual,First,16.78,1496,88.73
6.5,hyundaiverna,Chennai,4,51000,Petrol,Manual,First,17.01,1591,121.3
7.25,toyotainnova,Hyderabad,11,185200,Diesel,Manual,First,12.8,2494,102
8.94,marutisx4,Coimbatore,4,61717,Diesel,Manual,First,22.7,1598,118
7.34,fordfreestyle,Kolkata,2,8896,Petrol,Manual,First,19,1194,94.68
6.9,marutibaleno,Delhi,4,17000,Petrol,Manual,First,21.4,1197,83.1
5.9,hondajazz,Mumbai,4,31378,Petrol,Manual,First,18.2,1199,88.7
6.75,hyundaiverna,Pune,7,114000,Diesel,Automatic,First,22.32,1582,126.3
4.1,hondaamaze,Ahmedabad,6,81000,Diesel,Manual,First,25.8,1498,98.6
27,audiq3,Mumbai,3,31000,Diesel,Automatic,First,18.51,1968,147.51
4.5,skodarapid,Mumbai,6,35000,Petrol,Manual,First,15,1598,103.52
